,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name,survey_response
2041,1863,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,12/31/2018,65,Clean,Very safe,Very satisfied,Dr.Tol,"The flight was generally okay, but I didn’t particularly enjoy the seating arrangements. The seats were cramped, leaving very little legroom, which made the long flight uncomfortable. Additionally, the seat padding wasn’t great, and after a few hours, it became difficult to find a comfortable position. The lack of in-flight entertainment options also made the experience less enjoyable, as there were few distractions to pass the time. Although the staff were friendly and the flight itself was smooth, the overall comfort level left much to be desired, especially for such a long journey."
2042,965,Friday,LUFTHANSA,MUNICH,eur,Hub     ,Gates 91-102,12/31/2018,145,Somewhat clean,Very safe,Somewhat satsified,Miss Jigs,"We were significantly slowed down by the security measures at the airport, which took far longer than expected. The line seemed to move at a snail’s pace, and the security staff, though thorough, didn’t seem to be working efficiently. Many passengers were confused about the process, which only added to the delays. The screening procedures felt overly strict, with many people being pulled aside for additional checks, even though they had followed the initial instructions carefully. This caused unnecessary stress and frustration, making it difficult for many of us to reach our gates on time. The entire experience was exhausting and could have been handled in a more organized and efficient manner."
2043,828,Sunday,ALASKA,NASHVILLE,Midwest US,Medium,Gates 50-59,12/31/2018,291,Clean,Very safe,Very satisfied,Mr.Stones,"I felt very unsatisfied by how long the flight was, especially since it exceeded the expected duration by a significant margin. The extended hours in the air made the experience feel exhausting and tedious. As the minutes dragged on, the discomfort of the cramped seating and lack of adequate entertainment options became increasingly frustrating. I had hoped for a more pleasant journey, but the prolonged flight left me feeling restless and impatient. Furthermore, the limited snacks and beverage service did little to alleviate the discomfort. Overall, the long flight dampened my travel experience, making it far less enjoyable than I had anticipated."
2044,2728,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,115,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Dan,"There was a spill on the aisle next to the bathroom, creating quite a mess and an unpleasant situation for passengers. The liquid spread across the floor, making it hazardous for anyone walking by. People were carefully navigating around it, trying to avoid slipping and falling. It was frustrating to see that no airport staff had come to clean it up promptly, which only added to the chaos. The unpleasant odor from the spill lingered in the air, making the atmosphere even less enjoyable for everyone nearby. Overall, the situation highlighted the need for better maintenance and cleanliness in the airport."
2046,2700,Friday,UNITED,ORLANDO,EAST US,    Hub,Gates 70-90,12/31/2018,152,Average,Neutral,Neutral,Ms.Bob,It was terrible
2047,3276,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,95,Somewhat clean,Somewhat safe,Somewhat satsified,Dr.Mos,I did not like the flight
2048,2750,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,12/31/2018,165,Clean,Very safe,Somewhat satsified,Miss Volks,I hate this
2049,2486,Saturday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,12/31/2018,170,Somewhat clean,Very safe,Somewhat satsified,Mr.Jones,Not a fan
2050,2315,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,90,Clean,Very safe,Very satisfied,Mr.Bim,Bad
2051,809,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,80,Clean,Somewhat safe,Somewhat satsified,Ms.Craig,Horrible
2052,488,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,40,Somewhat clean,Neutral,Somewhat satsified,Dr.Tol,Very poor
2053,2292,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,12/31/2018,205,Somewhat clean,Very safe,Somewhat satsified,Miss Jigs,Unacceptable flight
2054,1902,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,195,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Stones,It was awful
2055,967,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,115,Somewhat clean,Very safe,Somewhat satsified,Mr.Dan,My fllight was really unpleasant
2056,686,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,185,Clean,Very safe,Very satisfied,Ms.Bob,I am not a fan
2058,1695,Sunday,ALASKA,SANTA ANA,West US,    Medium,Gates 50-59,12/31/2018,247,Clean,Very safe,Somewhat satsified,Dr.Mos,I had a bad flight
2059,1409,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,12/31/2018,75,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Volks,It was very bad
2060,1875,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,130,Clean,Very safe,Somewhat satsified,Mr.Jones,it was horrible
2061,1977,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,185,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Bim,Terrible
2062,1356,Tuesday,UNITED INTL,KANSAI,Asia,    Hub,Gates 91-102,12/31/2018,85,Clean,Somewhat safe,Somewhat satsified,Ms.Craig,It was substandard
2064,2600,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,12/31/2018,115,Clean,Somewhat safe,Very satisfied,Dr.Tol,"The airport personnel failed to notify us about the delay, which caused significant confusion and inconvenience. We were left uninformed, missing crucial updates regarding our flight status, which led to unnecessary waiting and frustration among all the passengers. The lack of communication was disappointing"
2065,1617,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,290,Average,Somewhat safe,Neutral,Miss Jigs,"The food at the airport was incredibly expensive, far more than what I had anticipated. Every option, whether it was a snack or a meal, seemed overpriced. It felt like they were taking advantage of travelers, leaving us with no affordable dining alternatives while waiting for our flights"
2066,2092,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,74,Somewhat clean,Very safe,Somewhat satsified,Mr.Stones,"One of the other travelers was extremely loud and disruptive throughout the entire waiting period at the airport. They were talking on their phone at a high volume, seemingly unaware of how uncomfortable they were making everyone around them. Despite multiple people giving them looks, they continued without any consideration for the rest of the passengers. It made an already stressful situation much worse for those nearby."
2067,1824,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,12/31/2018,455,Clean,Very safe,Very satisfied,Mr.Dan,"I don’t recall completing the survey with the answers that were provided. It’s possible that I might have misunderstood some of the questions or submitted it unintentionally. However, the responses shown don’t seem to align with my typical views or preferences. If there’s a way to review or correct my input, I would appreciate the opportunity to do so, as I want to ensure that the feedback accurately reflects my experience or opinion."
2068,402,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub     ,Gates 70-90,12/31/2018,167,Somewhat clean,Somewhat safe,Somewhat satsified,Ms.Bob,"The airport personnel continuously ignored my request for assistance, even after I approached them multiple times. I was trying to get some information about a delayed flight, but they seemed indifferent to my concerns. Despite politely asking for updates and clarification, they either directed me to someone else or simply avoided making eye contact. This lack of responsiveness was frustrating, and it left me feeling completely disregarded, especially in such a stressful situation. It was disappointing to see such poor customer service from the staff during a time when passengers needed support the most."
2069,2333,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,90,Somewhat clean,Very safe,Somewhat satsified,Dr.Mos,"The chair I sat in was extremely uncomfortable, making the long wait at the airport even more unbearable. It lacked proper cushioning and support, causing discomfort after just a short period. Despite trying to shift positions to find some relief, the hard surface and poor design made it impossible to get comfortable. This added to the overall frustration of an already tiring day, as I had no choice but to sit there for hours, enduring the physical discomfort while waiting for my delayed flight. It was disappointing that the seating provided was of such low quality in a place where people spend significant amounts of time."
2070,2367,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,12/31/2018,136,Clean,Neutral,Very satisfied,Miss Volks,"I wish this airport were more like other airports that prioritize the comfort and convenience of their travelers. The facilities here seem outdated and lack many of the amenities I’ve come to expect when traveling. For example, other airports offer better seating, a wider range of food options, and more efficient customer service. The layout is also confusing, and finding basic services like restrooms or charging stations was more difficult than it should have been. Overall, it would greatly improve the experience if this airport could modernize and provide a more traveler-friendly environment like many others do."
2071,2398,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,12/31/2018,425,Clean,Very safe,Very satisfied,Mr.Jones,"I was really unsatisfied with the wait times because they were much longer than expected, causing unnecessary frustration. Despite arriving at the airport well ahead of schedule, the lines for check-in, security, and even boarding seemed to move at an incredibly slow pace. There were few updates or explanations provided, which made the situation even more stressful. It felt as though the airport was understaffed or poorly organized, leaving passengers to wait without any clear sense of when things would improve. The overall inefficiency of the process left me disappointed and made the travel experience far more stressful than it should have been."
2073,3235,Wednesday,AMERICAN,PHOENIX,West US,    Hub,Gates 50-59,12/31/2018,155,Clean,Very safe,Very satisfied,Mr.Bim,"The flight was generally okay, but I didn’t particularly enjoy the seating arrangements. The seats were cramped, leaving very little legroom, which made the long flight uncomfortable. Additionally, the seat padding wasn’t great, and after a few hours, it became difficult to find a comfortable position. The lack of in-flight entertainment options also made the experience less enjoyable, as there were few distractions to pass the time. Although the staff were friendly and the flight itself was smooth, the overall comfort level left much to be desired, especially for such a long journey."
2074,2868,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,12/31/2018,137,Somewhat clean,Somewhat safe,Somewhat satsified,Ms.Craig,"We were significantly slowed down by the security measures at the airport, which took far longer than expected. The line seemed to move at a snail’s pace, and the security staff, though thorough, didn’t seem to be working efficiently. Many passengers were confused about the process, which only added to the delays. The screening procedures felt overly strict, with many people being pulled aside for additional checks, even though they had followed the initial instructions carefully. This caused unnecessary stress and frustration, making it difficult for many of us to reach our gates on time. The entire experience was exhausting and could have been handled in a more organized and efficient manner."
2077,933,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,130,Somewhat clean,Somewhat safe,Somewhat satsified,Dr.Tol,"I felt very unsatisfied by how long the flight was, especially since it exceeded the expected duration by a significant margin. The extended hours in the air made the experience feel exhausting and tedious. As the minutes dragged on, the discomfort of the cramped seating and lack of adequate entertainment options became increasingly frustrating. I had hoped for a more pleasant journey, but the prolonged flight left me feeling restless and impatient. Furthermore, the limited snacks and beverage service did little to alleviate the discomfort. Overall, the long flight dampened my travel experience, making it far less enjoyable than I had anticipated."
2078,1213,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,12/31/2018,145,Average,Somewhat safe,Somewhat satsified,Miss Jigs,"There was a spill on the aisle next to the bathroom, creating quite a mess and an unpleasant situation for passengers. The liquid spread across the floor, making it hazardous for anyone walking by. People were carefully navigating around it, trying to avoid slipping and falling. It was frustrating to see that no airport staff had come to clean it up promptly, which only added to the chaos. The unpleasant odor from the spill lingered in the air, making the atmosphere even less enjoyable for everyone nearby. Overall, the situation highlighted the need for better maintenance and cleanliness in the airport."
2080,1638,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,12/31/2018,165,Clean,Very safe,Very satisfied,Mr.Stones,It was terrible
2081,2226,Thursday,SOUTHWEST,SANTA ANA,West US,Medium     ,Gates 20-39,12/31/2018,65,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Dan,I did not like the flight
2082,477,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,12/31/2018,146,Somewhat clean,Neutral,Neutral,Ms.Bob,I hate this
2083,1080,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,12/31/2018,205,Clean,Very safe,Somewhat satsified,Dr.Mos,Not a fan
2084,1522,Wednesday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,12/31/2018,150,Clean,Somewhat safe,Somewhat satsified,Miss Volks,Bad
2085,2001,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,12/31/2018,245,Somewhat clean,Very safe,Somewhat satsified,Mr.Jones,Horrible
2086,3236,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,90,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Bim,Very poor
2087,2484,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,79,Clean,Somewhat safe,Somewhat satsified,Ms.Craig,Unacceptable flight
2088,441,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,12/31/2018,320,Clean,Very safe,Very satisfied,Dr.Tol,It was awful
2089,1549,Wednesday,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,12/31/2018,210,Average,Somewhat safe,Somewhat satsified,Miss Jigs,My fllight was really unpleasant
2090,1783,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,12/31/2018,140,Clean,Very safe,Somewhat satsified,Mr.Stones,I am not a fan
2091,2212,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,12/31/2018,200,Clean,Very safe,Somewhat satsified,Mr.Dan,I had a bad flight
2092,2083,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,94,Clean,Somewhat safe,Somewhat satsified,Ms.Bob,It was very bad
2093,2778,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,12/31/2018,150,Somewhat clean,Neutral,Somewhat satsified,Dr.Mos,it was horrible
2094,1743,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,185,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Volks,Terrible
2095,754,Sunday,ALASKA,NEW YORK-JFK,EAST US,    Hub,Gates 50-59,12/31/2018,90,Clean,Very safe,Very satisfied,Mr.Jones,It was substandard
2096,1884,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,12/31/2018,180,Clean,Very safe,Very satisfied,Mr.Bim,"The airport personnel failed to notify us about the delay, which caused significant confusion and inconvenience. We were left uninformed, missing crucial updates regarding our flight status, which led to unnecessary waiting and frustration among all the passengers. The lack of communication was disappointing"
2097,3289,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,95,Somewhat clean,Very safe,Somewhat satsified,Ms.Craig,"The food at the airport was incredibly expensive, far more than what I had anticipated. Every option, whether it was a snack or a meal, seemed overpriced. It felt like they were taking advantage of travelers, leaving us with no affordable dining alternatives while waiting for our flights"
2098,2191,Wednesday,AER LINGUS,DUBLIN,eur,    Large,Gates 91-102,12/31/2018,180,Clean,Somewhat safe,Very satisfied,Dr.Tol,"One of the other travelers was extremely loud and disruptive throughout the entire waiting period at the airport. They were talking on their phone at a high volume, seemingly unaware of how uncomfortable they were making everyone around them. Despite multiple people giving them looks, they continued without any consideration for the rest of the passengers. It made an already stressful situation much worse for those nearby."
2099,3271,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,12/31/2018,790,Somewhat clean,Very safe,Very satisfied,Miss Jigs,"I don’t recall completing the survey with the answers that were provided. It’s possible that I might have misunderstood some of the questions or submitted it unintentionally. However, the responses shown don’t seem to align with my typical views or preferences. If there’s a way to review or correct my input, I would appreciate the opportunity to do so, as I want to ensure that the feedback accurately reflects my experience or opinion."
2100,3120,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,12/31/2018,143,Somewhat clean,Neutral,Somewhat satsified,Mr.Stones,"The airport personnel continuously ignored my request for assistance, even after I approached them multiple times. I was trying to get some information about a delayed flight, but they seemed indifferent to my concerns. Despite politely asking for updates and clarification, they either directed me to someone else or simply avoided making eye contact. This lack of responsiveness was frustrating, and it left me feeling completely disregarded, especially in such a stressful situation. It was disappointing to see such poor customer service from the staff during a time when passengers needed support the most."
2101,2560,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,93,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Dan,"The chair I sat in was extremely uncomfortable, making the long wait at the airport even more unbearable. It lacked proper cushioning and support, causing discomfort after just a short period. Despite trying to shift positions to find some relief, the hard surface and poor design made it impossible to get comfortable. This added to the overall frustration of an already tiring day, as I had no choice but to sit there for hours, enduring the physical discomfort while waiting for my delayed flight. It was disappointing that the seating provided was of such low quality in a place where people spend significant amounts of time."
2102,403,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,12/31/2018,163,Somewhat clean,Somewhat safe,Very satisfied,Ms.Bob,"I wish this airport were more like other airports that prioritize the comfort and convenience of their travelers. The facilities here seem outdated and lack many of the amenities I’ve come to expect when traveling. For example, other airports offer better seating, a wider range of food options, and more efficient customer service. The layout is also confusing, and finding basic services like restrooms or charging stations was more difficult than it should have been. Overall, it would greatly improve the experience if this airport could modernize and provide a more traveler-friendly environment like many others do."
2106,2741,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,12/31/2018,77,Somewhat clean,Very safe,Very satisfied,Dr.Mos,"I was really unsatisfied with the wait times because they were much longer than expected, causing unnecessary frustration. Despite arriving at the airport well ahead of schedule, the lines for check-in, security, and even boarding seemed to move at an incredibly slow pace. There were few updates or explanations provided, which made the situation even more stressful. It felt as though the airport was understaffed or poorly organized, leaving passengers to wait without any clear sense of when things would improve. The overall inefficiency of the process left me disappointed and made the travel experience far more stressful than it should have been."
2108,1073,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,12/31/2018,145,Average,Neutral,Somewhat unsatisfied,Miss Volks,"The flight was generally okay, but I didn’t particularly enjoy the seating arrangements. The seats were cramped, leaving very little legroom, which made the long flight uncomfortable. Additionally, the seat padding wasn’t great, and after a few hours, it became difficult to find a comfortable position. The lack of in-flight entertainment options also made the experience less enjoyable, as there were few distractions to pass the time. Although the staff were friendly and the flight itself was smooth, the overall comfort level left much to be desired, especially for such a long journey."
2109,1086,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,12/31/2018,235,Average,Neutral,Neutral,Mr.Jones,"We were significantly slowed down by the security measures at the airport, which took far longer than expected. The line seemed to move at a snail’s pace, and the security staff, though thorough, didn’t seem to be working efficiently. Many passengers were confused about the process, which only added to the delays. The screening procedures felt overly strict, with many people being pulled aside for additional checks, even though they had followed the initial instructions carefully. This caused unnecessary stress and frustration, making it difficult for many of us to reach our gates on time. The entire experience was exhausting and could have been handled in a more organized and efficient manner."
2110,3156,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,12/31/2018,90,Somewhat clean,Very safe,Somewhat satsified,Mr.Bim,"I felt very unsatisfied by how long the flight was, especially since it exceeded the expected duration by a significant margin. The extended hours in the air made the experience feel exhausting and tedious. As the minutes dragged on, the discomfort of the cramped seating and lack of adequate entertainment options became increasingly frustrating. I had hoped for a more pleasant journey, but the prolonged flight left me feeling restless and impatient. Furthermore, the limited snacks and beverage service did little to alleviate the discomfort. Overall, the long flight dampened my travel experience, making it far less enjoyable than I had anticipated."
2111,789,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,730,Clean,Neutral,Neutral,Ms.Craig,"There was a spill on the aisle next to the bathroom, creating quite a mess and an unpleasant situation for passengers. The liquid spread across the floor, making it hazardous for anyone walking by. People were carefully navigating around it, trying to avoid slipping and falling. It was frustrating to see that no airport staff had come to clean it up promptly, which only added to the chaos. The unpleasant odor from the spill lingered in the air, making the atmosphere even less enjoyable for everyone nearby. Overall, the situation highlighted the need for better maintenance and cleanliness in the airport."
2112,2904,Friday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,12/31/2018,385,Clean,Somewhat safe,Somewhat satsified,Dr.Tol,It was terrible
2113,1564,Wednesday,DELTA,DETROIT,Midwest US,    Large,Gates 40-48,12/31/2018,200,Clean,Very safe,Very satisfied,Miss Jigs,I did not like the flight
2114,2521,Tuesday,JETBLUE,LONG BEACH,West US,Small     ,Gates 1-12,12/31/2018,75,Somewhat clean,Very safe,Somewhat satsified,Mr.Stones,I hate this
2115,2751,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,12/31/2018,210,Somewhat clean,Somewhat safe,Neutral,Mr.Dan,Not a fan
2117,2869,Wednesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,12/31/2018,167,Somewhat clean,Somewhat safe,Somewhat satsified,Ms.Bob,Bad
2118,1673,Saturday,EMIRATES,DUBAI,middle east,    Hub,Gates 1-12,12/31/2018,165,Average,Somewhat safe,Neutral,Dr.Mos,Horrible
2119,1699,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,150,Somewhat clean,Neutral,Somewhat satsified,Miss Volks,Very poor
2120,678,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,125,Somewhat clean,Very safe,Somewhat satsified,Mr.Jones,Unacceptable flight
2121,2025,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,150,Clean,Very safe,Somewhat satsified,Mr.Bim,It was awful
2122,1238,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,12/31/2018,110,Somewhat clean,Very safe,Somewhat satsified,Ms.Craig,My fllight was really unpleasant
2123,2282,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,12/31/2018,155,Somewhat clean,Somewhat safe,Somewhat satsified,Dr.Tol,I am not a fan
2124,2084,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,12/31/2018,102,Somewhat clean,Neutral,Somewhat satsified,Miss Jigs,I had a bad flight
2125,1218,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,12/31/2018,90,Somewhat clean,Very safe,Somewhat satsified,Mr.Stones,It was very bad
2126,875,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,115,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Dan,it was horrible
2128,1559,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,12/31/2018,135,Somewhat clean,Somewhat safe,Somewhat satsified,Ms.Bob,Terrible
2129,2814,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,140,Clean,Very safe,Somewhat satsified,Dr.Mos,It was substandard
2130,621,Tuesday,ALASKA,WASHINGTON DC-DULLES,EAST US,Medium     ,Gates 50-59,12/31/2018,85,Average,Very safe,Neutral,Miss Volks,"The airport personnel failed to notify us about the delay, which caused significant confusion and inconvenience. We were left uninformed, missing crucial updates regarding our flight status, which led to unnecessary waiting and frustration among all the passengers. The lack of communication was disappointing"
2131,2997,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,12/31/2018,133,Clean,Very safe,Very satisfied,Mr.Jones,"The food at the airport was incredibly expensive, far more than what I had anticipated. Every option, whether it was a snack or a meal, seemed overpriced. It felt like they were taking advantage of travelers, leaving us with no affordable dining alternatives while waiting for our flights"
2132,3138,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,12/31/2018,315,Average,Neutral,Neutral,Mr.Bim,"One of the other travelers was extremely loud and disruptive throughout the entire waiting period at the airport. They were talking on their phone at a high volume, seemingly unaware of how uncomfortable they were making everyone around them. Despite multiple people giving them looks, they continued without any consideration for the rest of the passengers. It made an already stressful situation much worse for those nearby."
2133,3075,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,12/31/2018,67,Clean,Very safe,Very satisfied,Ms.Craig,"I don’t recall completing the survey with the answers that were provided. It’s possible that I might have misunderstood some of the questions or submitted it unintentionally. However, the responses shown don’t seem to align with my typical views or preferences. If there’s a way to review or correct my input, I would appreciate the opportunity to do so, as I want to ensure that the feedback accurately reflects my experience or opinion."
2134,2567,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,120,Clean,Very safe,Somewhat satsified,Dr.Tol,"The airport personnel continuously ignored my request for assistance, even after I approached them multiple times. I was trying to get some information about a delayed flight, but they seemed indifferent to my concerns. Despite politely asking for updates and clarification, they either directed me to someone else or simply avoided making eye contact. This lack of responsiveness was frustrating, and it left me feeling completely disregarded, especially in such a stressful situation. It was disappointing to see such poor customer service from the staff during a time when passengers needed support the most."
2135,1479,Wednesday,AVIANCA,SAN SALVADOR,Central/South America,Small,Gates 1-12,12/31/2018,155,Clean,Very safe,Very satisfied,Miss Jigs,"The chair I sat in was extremely uncomfortable, making the long wait at the airport even more unbearable. It lacked proper cushioning and support, causing discomfort after just a short period. Despite trying to shift positions to find some relief, the hard surface and poor design made it impossible to get comfortable. This added to the overall frustration of an already tiring day, as I had no choice but to sit there for hours, enduring the physical discomfort while waiting for my delayed flight. It was disappointing that the seating provided was of such low quality in a place where people spend significant amounts of time."
2136,2679,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,110,Somewhat clean,Very safe,Somewhat satsified,Mr.Stones,"I wish this airport were more like other airports that prioritize the comfort and convenience of their travelers. The facilities here seem outdated and lack many of the amenities I’ve come to expect when traveling. For example, other airports offer better seating, a wider range of food options, and more efficient customer service. The layout is also confusing, and finding basic services like restrooms or charging stations was more difficult than it should have been. Overall, it would greatly improve the experience if this airport could modernize and provide a more traveler-friendly environment like many others do."
2137,980,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,355,Clean,Very safe,Somewhat satsified,Mr.Dan,"I was really unsatisfied with the wait times because they were much longer than expected, causing unnecessary frustration. Despite arriving at the airport well ahead of schedule, the lines for check-in, security, and even boarding seemed to move at an incredibly slow pace. There were few updates or explanations provided, which made the situation even more stressful. It felt as though the airport was understaffed or poorly organized, leaving passengers to wait without any clear sense of when things would improve. The overall inefficiency of the process left me disappointed and made the travel experience far more stressful than it should have been."
2138,2425,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,    Medium,Gates 91-102,12/31/2018,400,Average,Very safe,Somewhat satsified,Ms.Bob,"The flight was generally okay, but I didn’t particularly enjoy the seating arrangements. The seats were cramped, leaving very little legroom, which made the long flight uncomfortable. Additionally, the seat padding wasn’t great, and after a few hours, it became difficult to find a comfortable position. The lack of in-flight entertainment options also made the experience less enjoyable, as there were few distractions to pass the time. Although the staff were friendly and the flight itself was smooth, the overall comfort level left much to be desired, especially for such a long journey."
2139,907,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,780,Somewhat clean,Very safe,Somewhat satsified,Dr.Mos,"We were significantly slowed down by the security measures at the airport, which took far longer than expected. The line seemed to move at a snail’s pace, and the security staff, though thorough, didn’t seem to be working efficiently. Many passengers were confused about the process, which only added to the delays. The screening procedures felt overly strict, with many people being pulled aside for additional checks, even though they had followed the initial instructions carefully. This caused unnecessary stress and frustration, making it difficult for many of us to reach our gates on time. The entire experience was exhausting and could have been handled in a more organized and efficient manner."
2140,1643,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,95,Somewhat clean,Very safe,Neutral,Miss Volks,"I felt very unsatisfied by how long the flight was, especially since it exceeded the expected duration by a significant margin. The extended hours in the air made the experience feel exhausting and tedious. As the minutes dragged on, the discomfort of the cramped seating and lack of adequate entertainment options became increasingly frustrating. I had hoped for a more pleasant journey, but the prolonged flight left me feeling restless and impatient. Furthermore, the limited snacks and beverage service did little to alleviate the discomfort. Overall, the long flight dampened my travel experience, making it far less enjoyable than I had anticipated."
